name,voices,interval,segment,step1,step2,one-voice-step,notes1,notes2,fermata
chor001.krn,alto-soprano,7,30,2,1,True,F#-C,G-D,False
chor001.krn,tenor-soprano,7,52,4,2,True,D-B,C-G,True
chor001.krn,bass-soprano,0,24,2,7,True,D-A,G-G,True
chor001.krn,bass-soprano,0,80,2,7,True,D-A,G-G,True
chor001.krn,tenor-alto,7,40,2,4,True,G-E,B-F#,False
chor001.krn,bass-alto,7,24,4,7,False,D-F#,G-D,True
chor001.krn,bass-alto,0,70,1,5,True,D-F#,G-G,True
chor001.krn,bass-alto,7,80,4,7,False,D-F#,G-D,True
chor002.krn,alto-soprano,0,47,7,2,True,F#-B,E-E,True
chor002.krn,alto-soprano,7,56,2,1,True,G#-D,A-E,False
chor002.krn,alto-soprano,7,60,2,5,True,A-C#,E-B,True
chor002.krn,tenor-soprano,7,13,7,8,False,G#-E,E-B,True
chor002.krn,tenor-soprano,0,49,5,1,True,G#-E,A-A,False
chor002.krn,tenor-soprano,0,76,2,7,True,F#-C#,B-B,False
chor002.krn,bass-soprano,7,10,1,5,True,E-G,B-F#,False
chor002.krn,bass-soprano,0,12,2,7,True,B-F#,E-E,True
chor002.krn,bass-soprano,7,13,7,0,True,E-E,E-B,True
chor002.krn,bass-soprano,7,21,2,0,True,B-G#,B-F#,False
chor002.krn,bass-soprano,7,30,2,5,True,A-C#,E-B,False
chor002.krn,bass-soprano,0,79,2,7,True,E-B,A-A,True
chor002.krn,bass-alto,7,12,4,7,False,B-D#,E-B,True
chor002.krn,bass-alto,0,14,1,5,True,E-G#,A-A,False
chor002.krn,bass-alto,7,79,4,7,False,E-G#,A-E,True
chor002.krn,bass-tenor,7,9,5,1,True,D#-F#,E-B,False
chor002.krn,bass-tenor,0,13,8,0,True,E-G#,E-E,True
chor002.krn,bass-tenor,7,61,2,5,True,E-G#,B-F#,True
chor003.krn,alto-soprano,7,64,1,5,True,A-C,E-B,True
chor003.krn,bass-soprano,7,11,1,5,True,A-C,E-B,True
chor003.krn,bass-soprano,0,26,2,7,True,E-B,A-A,True
chor003.krn,bass-alto,0,2,1,5,True,E-G#,A-A,False
chor003.krn,bass-tenor,7,39,6,1,True,C-C,B-F#,True
chor003.krn,bass-tenor,0,40,10,5,False,B-F#,E-E,True
chor004.krn,alto-soprano,7,39,2,5,True,B-D#,F#-C#,False
chor004.krn,tenor-soprano,7,47,5,3,False,E-C#,C#-G#,False
chor004.krn,tenor-soprano,7,59,5,5,False,B-F#,F#-C#,False
chor004.krn,bass-soprano,7,12,2,5,True,A-C#,E-B,False
chor004.krn,bass-soprano,0,14,2,7,True,E-B,A-A,True
chor004.krn,bass-soprano,7,26,2,7,True,B-B,F#-C#,False
chor004.krn,bass-soprano,0,28,2,7,True,F#-C#,B-B,True
chor004.krn,bass-soprano,0,40,2,7,True,F#-C#,B-B,True
chor004.krn,bass-soprano,7,44,5,4,False,G#-E,E-B,False
chor004.krn,bass-soprano,7,51,1,5,True,F#-A,C#-G#,True
chor004.krn,bass-soprano,7,53,2,5,True,E-G#,B-F#,False
chor004.krn,bass-soprano,7,57,2,5,True,E-G#,B-F#,False
chor004.krn,tenor-alto,7,21,3,2,True,G#-E,F#-C#,False
chor004.krn,tenor-alto,7,31,2,5,True,G#-F#,C#-G#,False
chor004.krn,bass-alto,7,14,4,7,False,E-G#,A-E,True
chor004.krn,bass-alto,0,29,1,5,True,B-D#,E-E,True
chor004.krn,bass-alto,0,36,1,5,True,F#-A#,B-B,False
chor004.krn,bass-alto,0,45,1,5,True,E-G#,A-A,False
chor004.krn,bass-tenor,0,6,1,5,True,B-D#,E-E,False
chor004.krn,bass-tenor,7,20,1,7,True,G#-A,C#-G#,False
chor004.krn,bass-tenor,7,28,4,7,False,F#-A#,B-F#,True
chor004.krn,bass-tenor,0,35,0,2,True,E-F#,F#-F#,False
chor004.krn,bass-tenor,0,41,1,5,True,B-D#,E-E,True
chor005.krn,alto-soprano,7,60,2,5,True,D-C,G-D,False
chor005.krn,tenor-soprano,0,24,2,7,True,E-B,A-A,False
chor005.krn,tenor-soprano,0,103,5,1,True,F#-D,G-G,False
chor005.krn,tenor-soprano,7,105,2,7,True,G-G,D-A,False
chor005.krn,bass-soprano,0,27,2,7,True,D-A,G-G,True
chor005.krn,bass-soprano,7,39,2,5,True,G-B,D-A,False
chor005.krn,bass-soprano,0,41,2,7,True,D-A,G-G,True
chor005.krn,bass-soprano,0,57,1,5,True,A-C#,D-D,True
chor005.krn,bass-soprano,7,83,1,0,True,E-C,E-B,False
chor005.krn,bass-soprano,7,98,1,5,True,D-F,A-E,False
chor005.krn,bass-soprano,0,123,2,7,True,D-A,G-G,True
chor005.krn,tenor-alto,7,58,4,2,True,A-F#,G-D,True
chor005.krn,tenor-alto,7,66,2,7,True,A-A,E-B,False
chor005.krn,tenor-alto,7,75,5,2,True,B-A,A-E,False
chor005.krn,bass-alto,0,14,1,5,True,D-F#,G-G,True
chor005.krn,bass-alto,7,27,4,7,False,D-F#,G-D,True
chor005.krn,bass-alto,0,100,1,5,True,A-C#,D-D,True
chor005.krn,bass-alto,0,107,1,5,True,D-F#,G-G,False
chor005.krn,bass-alto,7,111,1,5,True,E-G,B-F#,False
chor005.krn,bass-alto,7,123,4,7,False,D-F#,G-D,True
chor005.krn,bass-tenor,0,6,7,2,True,D-A,E-E,False
chor005.krn,bass-tenor,0,12,2,7,True,A-E,D-D,False
chor005.krn,bass-tenor,0,55,2,7,True,E-B,A-A,False
chor005.krn,bass-tenor,0,85,1,5,True,E-G#,A-A,True
chor005.krn,bass-tenor,0,90,7,1,True,C#-G,D-D,False
chor005.krn,bass-tenor,0,119,2,5,True,A-C,D-D,False
chor006.krn,tenor-soprano,7,20,3,5,False,C-A,F-C,True
chor006.krn,bass-soprano,0,33,2,7,True,G-D,C-C,True
chor006.krn,bass-soprano,0,41,2,7,True,C-G,F-F,True
chor006.krn,tenor-alto,7,8,2,5,True,G-F,C-G,False
chor006.krn,bass-alto,0,2,5,0,True,F-C,F-F,False
chor006.krn,bass-alto,0,10,1,5,True,C-E,F-F,True
chor006.krn,bass-alto,0,20,4,4,False,F-F,A-A,True
chor006.krn,bass-alto,0,34,2,7,True,C-G,F-F,True
chor006.krn,bass-alto,7,41,4,7,False,C-E,F-C,True
chor006.krn,bass-tenor,7,2,3,0,True,F-A,F-C,False
chor006.krn,bass-tenor,7,6,7,2,True,D-D,C-G,False
chor006.krn,bass-tenor,0,11,2,7,True,F-C,Bb-Bb,True
chor006.krn,bass-tenor,7,34,4,7,False,C-E,F-C,True
chor007.krn,alto-soprano,7,77,7,2,True,E-E,D-A,True
chor007.krn,alto-soprano,7,97,2,5,True,A-C#,E-B,True
chor007.krn,tenor-soprano,0,7,5,1,True,G#-E,A-A,False
chor007.krn,tenor-soprano,0,44,5,1,True,G#-E,A-A,False
chor007.krn,tenor-soprano,7,53,4,2,True,E-C#,D-A,True
chor007.krn,tenor-soprano,7,83,3,2,True,C#-A,B-F#,False
chor007.krn,tenor-soprano,0,87,5,1,True,G#-E,A-A,False
chor007.krn,tenor-soprano,0,98,2,5,True,G#-B,C#-C#,True
chor007.krn,bass-soprano,7,3,1,5,True,F#-A,C#-G#,False
chor007.krn,bass-soprano,0,22,2,7,True,E-B,A-A,True
chor007.krn,bass-soprano,0,33,2,7,True,C#-G#,F#-F#,True
chor007.krn,bass-soprano,0,66,2,7,True,F#-C#,B-B,True
chor007.krn,bass-soprano,7,90,2,5,True,E-G#,B-F#,False
chor007.krn,bass-soprano,7,102,2,5,True,A-C#,E-B,False
chor007.krn,bass-soprano,0,111,2,7,True,E-B,A-A,True
chor007.krn,tenor-alto,7,7,5,1,True,G#-B,A-E,False
chor007.krn,tenor-alto,7,78,2,3,True,F#-D,A-E,True
chor007.krn,tenor-alto,7,98,4,5,False,G#-E,C#-G#,True
chor007.krn,bass-alto,0,16,1,5,True,C#-E#,F#-F#,False
chor007.krn,bass-alto,7,22,4,7,False,E-G#,A-E,True
chor007.krn,bass-alto,0,26,1,7,True,D-G#,A-A,False
chor007.krn,bass-alto,7,33,4,7,False,C#-E#,F#-C#,True
chor007.krn,bass-alto,0,46,5,2,True,E-C#,F#-F#,False
chor007.krn,bass-alto,0,50,1,5,True,E-G#,A-A,False
chor007.krn,bass-alto,0,67,1,5,True,B-D#,E-E,True
chor007.krn,bass-alto,7,78,2,7,True,D-D,A-E,True
chor007.krn,bass-alto,7,111,4,7,False,E-G#,A-E,True
chor007.krn,bass-tenor,0,24,1,5,True,A-C#,D-D,False
chor007.krn,bass-tenor,7,26,2,7,True,D-D,A-E,False
chor007.krn,bass-tenor,0,68,1,5,True,E-G#,A-A,False
chor007.krn,bass-tenor,0,71,2,5,True,F#-A,B-B,False
chor007.krn,bass-tenor,0,78,3,7,False,D-F#,A-A,True
chor007.krn,bass-tenor,7,81,5,1,True,D#-F#,E-B,False
chor007.krn,bass-tenor,0,93,6,1,True,C#-G#,D-D,False
chor007.krn,bass-tenor,0,99,5,1,True,E#-C#,F#-F#,False
chor008.krn,alto-soprano,7,33,7,5,False,C-F,F-C,True
chor008.krn,tenor-soprano,7,9,2,2,True,C-G,Bb-F,False
chor008.krn,tenor-soprano,7,21,2,2,True,Eb-Bb,Db-Ab,False
chor008.krn,tenor-soprano,7,31,2,2,True,C-G,Bb-F,False
chor008.krn,tenor-soprano,7,47,4,2,True,Eb-C,Db-Ab,True
chor008.krn,tenor-soprano,7,60,3,1,True,Db-Bb,C-G,True
chor008.krn,tenor-soprano,7,94,2,2,True,Eb-Bb,Db-Ab,False
chor008.krn,tenor-soprano,7,105,3,2,True,F-Db,Eb-Bb,False
chor008.krn,tenor-soprano,7,113,3,2,True,G-Eb,F-C,False
chor008.krn,bass-soprano,7,33,7,0,True,F-F,F-C,True
chor008.krn,bass-soprano,7,47,4,7,False,Ab-C,Db-Ab,True
chor008.krn,bass-soprano,0,59,2,7,True,F-C,Bb-Bb,True
chor008.krn,bass-soprano,0,68,2,7,True,C-G,F-F,True
chor008.krn,bass-soprano,0,123,1,5,True,C-E,F-F,False
chor008.krn,tenor-alto,7,43,2,5,True,Bb-Ab,Eb-Bb,False
chor008.krn,bass-alto,0,12,5,0,True,F-C,F-F,True
chor008.krn,bass-alto,7,22,4,7,False,Eb-G,Ab-Eb,True
chor008.krn,bass-alto,7,32,4,7,False,C-E,F-C,True
chor008.krn,bass-alto,0,33,5,0,True,F-C,F-F,True
chor008.krn,bass-alto,0,45,1,5,True,Eb-G,Ab-Ab,False
chor008.krn,bass-alto,7,59,4,7,False,F-A,Bb-F,True
chor008.krn,bass-alto,7,68,4,7,False,C-E,F-C,True
chor008.krn,bass-alto,0,79,1,0,True,G-Ab,G-G,False
chor008.krn,bass-alto,0,83,1,5,True,C-E,F-F,True
chor008.krn,bass-alto,7,95,4,7,False,Eb-G,Ab-Eb,False
chor008.krn,bass-tenor,7,12,4,0,True,F-Ab,F-C,True
chor008.krn,bass-tenor,0,23,1,5,True,Ab-C,Db-Db,True
chor008.krn,bass-tenor,0,47,2,7,True,Ab-Eb,Db-Db,True
chor008.krn,bass-tenor,0,81,1,5,True,G-B,C-C,False
chor008.krn,bass-tenor,0,91,0,2,True,Db-Eb,Eb-Eb,False
chor008.krn,bass-tenor,0,97,1,5,True,Ab-C,Db-Db,True
chor008.krn,bass-tenor,0,121,7,2,True,Bb-F,C-C,False
chor009.krn,alto-soprano,7,72,5,1,True,F#-A,G-D,True
chor009.krn,tenor-soprano,7,29,2,3,True,B-G,D-A,True
chor009.krn,tenor-soprano,0,38,1,7,True,F#-C,B-B,False
chor009.krn,tenor-soprano,7,40,2,5,True,B-A,E-B,False
chor009.krn,bass-soprano,0,14,1,5,True,A-C#,D-D,True
chor009.krn,bass-soprano,7,29,2,7,True,G-G,D-A,True
chor009.krn,bass-soprano,7,43,2,7,True,A-A,E-B,True
chor009.krn,bass-soprano,0,56,1,5,True,B-D#,E-E,True
chor009.krn,bass-soprano,0,87,2,7,True,D-A,G-G,True
chor009.krn,tenor-alto,7,57,2,3,True,B-G,D-A,True
chor009.krn,tenor-alto,7,80,7,2,True,A-A,G-D,False
chor009.krn,bass-alto,7,31,2,0,True,D-G,D-A,False
chor009.krn,bass-tenor,0,29,3,7,False,G-B,D-D,True
chor009.krn,bass-tenor,0,71,1,5,True,A-C#,D-D,True
chor010.krn,tenor-soprano,0,23,5,1,True,G#-E,A-A,True
chor010.krn,tenor-soprano,0,25,5,1,True,B-G,C-C,False
chor010.krn,tenor-soprano,0,32,1,6,True,F-C,B-B,False
chor010.krn,tenor-soprano,7,40,7,2,True,D-D,C-G,False
chor010.krn,bass-soprano,7,10,2,7,True,A-A,E-B,True
chor010.krn,bass-soprano,7,18,2,5,True,F-A,C-G,False
chor010.krn,bass-soprano,0,33,2,7,True,E-B,A-A,True
chor010.krn,bass-soprano,7,35,1,5,True,A-C,E-B,False
chor010.krn,bass-soprano,0,45,2,7,True,D-A,G-G,True
chor010.krn,tenor-alto,7,23,5,1,True,G#-B,A-E,True
chor010.krn,bass-alto,0,12,1,5,True,E-G#,A-A,False
chor010.krn,bass-alto,7,33,4,7,False,E-G#,A-E,True
chor010.krn,bass-alto,0,34,5,0,True,A-E,A-A,True
chor010.krn,bass-alto,7,56,1,5,True,A-C,E-B,True
chor010.krn,bass-tenor,7,34,4,0,True,A-C,A-E,True
chor010.krn,bass-tenor,7,51,2,5,True,F-A,C-G,False
chor011.krn,alto-soprano,7,113,2,3,True,F#-D,A-E,True
chor011.krn,alto-soprano,7,127,3,2,True,A-F,G-D,True
chor011.krn,bass-soprano,7,30,4,7,False,C-E,F-C,False
chor011.krn,bass-soprano,7,90,2,7,True,D-D,A-E,True
chor011.krn,bass-soprano,0,139,1,5,True,G-B,C-C,True
chor011.krn,tenor-alto,0,12,1,8,True,F-Bb,A-A,True
chor011.krn,tenor-alto,7,105,2,5,True,A-G,D-A,False
chor011.krn,tenor-alto,0,109,1,7,True,E-Bb,A-A,False
chor011.krn,bass-alto,0,11,1,5,True,F-A,Bb-Bb,True
chor011.krn,bass-alto,0,22,1,0,True,G-F#,G-G,False
chor011.krn,bass-alto,7,60,5,2,True,A-G,G-D,False
chor011.krn,bass-alto,7,89,1,5,True,G-Bb,D-A,True
chor011.krn,bass-alto,0,111,3,0,True,G-Bb,G-G,False
chor011.krn,bass-tenor,0,16,5,1,True,E-C,F-F,False
chor011.krn,bass-tenor,7,110,5,1,True,F#-A,G-D,False
chor011.krn,bass-tenor,0,124,4,2,True,D-C,E-E,False
chor011.krn,bass-tenor,0,138,7,0,True,G-D,G-G,False
chor012.krn,bass-soprano,7,11,2,5,True,F-A,C-G,True
chor012.krn,tenor-alto,7,4,5,2,True,C-E,D-A,False
chor012.krn,tenor-alto,7,27,1,3,True,D-G,B-F#,False
chor012.krn,bass-alto,0,23,1,5,True,D-F#,G-G,False
chor013.krn,alto-soprano,7,42,7,5,False,E-A,A-E,True
chor013.krn,tenor-soprano,7,36,1,1,True,E-B,F-C,False
chor013.krn,tenor-soprano,0,38,1,3,True,D-C,B-B,False
chor013.krn,bass-soprano,7,24,1,5,True,A-C,E-B,False
chor013.krn,bass-soprano,0,41,2,7,True,E-B,A-A,True
chor013.krn,bass-soprano,7,42,7,0,True,A-A,A-E,True
chor013.krn,bass-soprano,0,108,2,7,True,E-B,A-A,True
chor013.krn,bass-alto,7,41,4,7,False,E-G#,A-E,True
chor013.krn,bass-alto,0,42,5,0,True,A-E,A-A,True
chor013.krn,bass-alto,0,57,5,1,True,G#-E,A-A,False
chor013.krn,bass-alto,7,82,1,4,True,A-C#,F-C,True
chor013.krn,bass-alto,7,98,5,2,True,B-A,A-E,False
chor013.krn,bass-alto,7,108,4,7,False,E-G#,A-E,True
chor013.krn,bass-tenor,0,55,5,1,True,C#-A,D-D,True
chor014.krn,alto-soprano,7,8,2,3,True,B-G,D-A,False
chor014.krn,tenor-soprano,0,7,5,1,True,F#-D,G-G,False
chor014.krn,tenor-soprano,0,24,2,7,True,E-B,A-A,False
chor014.krn,tenor-soprano,0,52,5,1,True,F#-D,G-G,False
chor014.krn,tenor-soprano,0,59,5,1,True,F#-D,G-G,False
chor014.krn,tenor-soprano,0,75,2,7,True,E-B,A-A,False
chor014.krn,bass-soprano,7,3,1,5,True,E-G,B-F#,False
chor014.krn,bass-soprano,0,27,2,7,True,D-A,G-G,True
chor014.krn,bass-soprano,7,60,2,3,True,B-G,D-A,False
chor014.krn,bass-soprano,0,78,2,7,True,D-A,G-G,True
chor014.krn,tenor-alto,7,59,5,1,True,F#-A,G-D,False
chor014.krn,tenor-alto,7,64,2,5,True,F#-E,B-F#,False
chor014.krn,bass-alto,7,27,4,7,False,D-F#,G-D,True
chor014.krn,bass-alto,0,43,1,5,True,A-C#,D-D,False
chor014.krn,bass-alto,7,78,4,7,False,D-F#,G-D,True
chor014.krn,bass-tenor,7,36,5,1,True,D#-F#,E-B,True
chor015.krn,tenor-soprano,0,50,1,7,True,G-C#,D-D,False
chor015.krn,tenor-soprano,0,74,7,4,False,F-D,A-A,True
chor015.krn,bass-soprano,0,16,2,7,True,E-B,A-A,True
chor015.krn,bass-soprano,7,37,5,2,True,A-G,G-D,False
chor015.krn,bass-soprano,0,58,2,7,True,E-B,A-A,True
chor015.krn,bass-soprano,0,82,2,7,True,A-E,D-D,True
chor015.krn,bass-alto,7,16,4,7,False,E-G#,A-E,True
chor015.krn,bass-alto,0,39,2,7,True,G-C,D-D,False
chor015.krn,bass-alto,0,44,5,0,True,F-C,F-F,True
chor015.krn,bass-alto,7,82,4,7,False,A-C#,D-A,True
chor015.krn,bass-tenor,0,59,2,5,True,A-C,D-D,True
chor015.krn,bass-tenor,7,60,7,2,True,D-D,C-G,False
chor016.krn,alto-soprano,7,40,7,5,False,C#-F#,F#-C#,True
chor016.krn,alto-soprano,7,69,2,1,True,D#-A,E-B,False
chor016.krn,tenor-soprano,7,51,5,1,True,A#-C#,B-F#,True
chor016.krn,bass-soprano,7,33,2,5,True,D-F#,A-E,False
chor016.krn,bass-soprano,7,40,7,0,True,F#-F#,F#-C#,True
chor016.krn,bass-soprano,7,50,1,5,True,B-D,F#-C#,True
chor016.krn,bass-soprano,7,58,5,2,True,F#-E,E-B,False
chor016.krn,tenor-alto,7,72,2,1,True,A#-E,B-F#,False
chor016.krn,bass-alto,0,40,5,0,True,F#-C#,F#-F#,True
chor016.krn,bass-alto,0,64,1,5,True,A-C#,D-D,True
chor016.krn,bass-alto,0,88,2,0,True,D-E,D-D,False
chor016.krn,bass-tenor,0,2,1,5,True,F#-A#,B-B,False
chor016.krn,bass-tenor,0,18,2,7,True,B-F#,E-E,False
chor016.krn,bass-tenor,0,41,1,5,True,F#-A#,B-B,False
chor016.krn,bass-tenor,7,88,5,0,True,D-D,D-A,False
chor017.krn,alto-soprano,7,20,5,2,True,F#-E,E-B,False
chor017.krn,tenor-soprano,7,10,1,3,True,A-D,F#-C#,False
chor017.krn,tenor-soprano,0,39,5,1,True,F#-D,G-G,False
chor017.krn,tenor-soprano,0,48,7,2,True,C-G,D-D,False
chor017.krn,bass-soprano,0,12,2,7,True,E-B,A-A,True
chor017.krn,bass-soprano,0,24,2,7,True,F#-C#,B-B,True
chor017.krn,bass-soprano,7,54,1,0,True,B-G,B-F#,False
chor017.krn,bass-alto,7,12,4,7,False,E-G#,A-E,True
chor017.krn,bass-alto,0,25,1,5,True,B-D#,E-E,True
chor017.krn,bass-alto,7,48,2,7,True,E-E,B-F#,False
chor017.krn,bass-tenor,7,11,5,2,True,D-F#,E-B,False
chor017.krn,bass-tenor,7,24,4,7,False,F#-A#,B-F#,True
chor018.krn,alto-soprano,7,14,2,3,True,F#-D,A-E,True
chor018.krn,alto-soprano,7,25,3,2,True,E-C,D-A,False
chor018.krn,tenor-soprano,7,37,2,7,True,G-G,D-A,False
chor018.krn,tenor-soprano,0,48,5,1,True,F#-D,G-G,True
chor018.krn,bass-soprano,0,13,2,7,True,A-E,D-D,True
chor018.krn,bass-soprano,7,14,2,7,True,D-D,A-E,True
chor018.krn,bass-soprano,0,33,2,7,True,D-A,G-G,True
chor018.krn,bass-soprano,7,45,2,5,True,D-F#,A-E,False
chor018.krn,tenor-alto,7,22,2,5,True,D-F#,A-E,False
chor018.krn,tenor-alto,7,48,5,1,True,F#-A,G-D,True
chor018.krn,bass-alto,0,14,3,7,False,D-F#,A-A,True
chor018.krn,bass-alto,0,34,3,7,False,G-B,D-D,True
chor018.krn,bass-alto,7,39,5,1,True,F#-A,G-D,False
chor018.krn,bass-alto,0,51,1,7,True,C-F#,G-G,False
chor018.krn,bass-alto,0,57,1,7,True,C-F#,G-G,True
chor018.krn,bass-tenor,7,20,5,1,True,F#-A,G-D,False
chor018.krn,bass-tenor,7,34,2,7,True,G-G,D-A,True
chor018.krn,bass-tenor,0,49,5,1,True,B-G,C-C,False
chor018.krn,bass-tenor,7,51,2,7,True,C-C,G-D,False
chor018.krn,bass-tenor,7,62,5,1,True,F#-A,G-D,False
chor019.krn,tenor-soprano,7,38,4,2,True,C-A,Bb-F,False
chor019.krn,bass-soprano,0,66,1,5,True,D-F#,G-G,True
chor019.krn,tenor-alto,7,49,0,2,True,D-G,C-G,False
chor019.krn,bass-alto,0,31,3,10,False,G-D,F-F,True
chor019.krn,bass-tenor,7,31,2,10,True,G-Bb,F-C,True
chor019.krn,bass-tenor,7,50,3,1,True,Eb-C,D-A,True
chor020.krn,tenor-soprano,0,31,7,2,True,G-D,A-A,False
chor020.krn,tenor-soprano,7,40,7,5,False,A-D,D-A,False
chor020.krn,tenor-soprano,7,53,2,3,True,C#-A,E-B,True
chor020.krn,bass-soprano,0,14,2,7,True,E-B,A-A,True
chor020.krn,bass-soprano,7,26,2,5,True,D-F#,A-E,False
chor020.krn,bass-soprano,0,52,2,7,True,E-B,A-A,True
chor020.krn,bass-soprano,7,53,2,7,True,A-A,E-B,True
chor020.krn,bass-soprano,7,62,1,5,True,E-G,B-F#,True
chor020.krn,bass-soprano,7,68,2,5,True,G-B,D-A,False
chor020.krn,bass-soprano,0,80,2,7,True,A-E,D-D,True
chor020.krn,tenor-alto,7,36,3,2,True,F#-D,E-B,False
chor020.krn,tenor-alto,7,44,2,5,True,D-F#,A-E,False
chor020.krn,tenor-alto,7,70,2,7,True,D-E,G-D,False
chor020.krn,bass-alto,7,14,4,7,False,E-G#,A-E,True
chor020.krn,bass-alto,0,15,7,2,True,A-E,B-B,True
chor020.krn,bass-alto,0,28,1,5,True,A-C#,D-D,True
chor020.krn,bass-alto,0,42,1,5,True,D-F#,G-G,False
chor020.krn,bass-alto,7,52,4,7,False,E-G#,A-E,True
chor020.krn,bass-alto,0,74,5,1,True,C#-A,D-D,False
chor020.krn,bass-alto,7,80,4,7,False,A-C#,D-A,True
chor020.krn,bass-tenor,0,20,7,2,True,E-B,F#-F#,False
chor020.krn,bass-tenor,7,25,7,2,True,E-E,D-A,False
chor020.krn,bass-tenor,0,53,3,7,False,A-C#,E-E,True
chor021.krn,alto-soprano,7,12,7,3,False,C#-E,E-B,True
chor021.krn,alto-soprano,7,39,2,5,True,D-C,G-D,False
chor021.krn,tenor-soprano,0,2,5,1,True,G#-E,A-A,False
chor021.krn,tenor-soprano,7,11,2,7,True,D-D,A-E,True
chor021.krn,tenor-soprano,0,12,7,2,True,A-E,B-B,True
chor021.krn,bass-soprano,0,18,2,7,True,E-B,A-A,True
chor021.krn,bass-soprano,7,35,1,5,True,D-F,A-E,True
chor021.krn,bass-soprano,0,51,5,1,True,F#-D,G-G,False
chor021.krn,tenor-alto,7,2,5,1,True,G#-B,A-E,False
chor021.krn,tenor-alto,7,29,3,5,False,G-E,C-G,True
chor021.krn,bass-alto,7,19,4,0,True,A-C,A-E,True
chor021.krn,bass-alto,7,55,1,5,True,A-C,E-B,True
chor021.krn,bass-tenor,7,28,2,5,True,F-A,C-G,True
chor022.krn,alto-soprano,7,8,2,5,True,Bb-Ab,Eb-Bb,False
chor022.krn,tenor-soprano,0,14,3,7,False,Eb-G,Bb-Bb,True
chor022.krn,tenor-soprano,7,29,7,8,False,G-Eb,Eb-Bb,True
chor022.krn,bass-soprano,7,2,2,5,True,Eb-G,Bb-F,False
chor022.krn,bass-soprano,7,20,2,7,True,Eb-F,Ab-Eb,False
chor022.krn,bass-soprano,0,28,2,7,True,Bb-F,Eb-Eb,True
chor022.krn,bass-soprano,7,29,7,0,True,Eb-Eb,Eb-Bb,True
chor022.krn,bass-soprano,0,43,2,7,True,F-C,Bb-Bb,True
chor022.krn,bass-soprano,0,69,2,7,True,Eb-Bb,Ab-Ab,False
chor022.krn,bass-soprano,0,88,2,7,True,Bb-F,Eb-Eb,True
chor022.krn,tenor-alto,7,14,2,7,True,Eb-Eb,Bb-F,True
chor022.krn,bass-alto,7,28,4,7,False,Bb-D,Eb-Bb,True
chor022.krn,bass-alto,0,44,1,5,True,Bb-D,Eb-Eb,True
chor022.krn,bass-alto,7,88,4,7,False,Bb-D,Eb-Bb,True
chor022.krn,bass-tenor,0,13,2,7,True,Bb-F,Eb-Eb,True
chor022.krn,bass-tenor,0,29,8,0,True,Eb-G,Eb-Eb,True
chor022.krn,bass-tenor,7,30,6,1,True,Eb-Eb,D-A,False
chor022.krn,bass-tenor,0,59,1,5,True,F-A,Bb-Bb,True
chor022.krn,bass-tenor,7,67,5,1,True,D-F,Eb-Bb,False
chor023.krn,alto-soprano,7,10,2,1,True,F#-C,G-D,True
chor023.krn,alto-soprano,7,20,7,5,False,E-A,A-E,True
chor023.krn,alto-soprano,7,28,2,7,True,A-A,E-B,True
chor023.krn,alto-soprano,0,54,5,2,True,D-B,E-E,True
chor023.krn,bass-soprano,0,19,2,7,True,E-B,A-A,True
chor023.krn,bass-soprano,0,62,2,7,True,E-B,A-A,True
chor023.krn,tenor-alto,0,8,5,1,True,F#-D,G-G,False
chor023.krn,tenor-alto,7,27,0,2,True,E-A,D-A,False
chor023.krn,bass-alto,7,19,4,7,False,E-G#,A-E,True
chor023.krn,bass-alto,0,30,1,5,True,E-G#,A-A,False
chor023.krn,bass-alto,0,40,1,5,True,D-F#,G-G,True
chor023.krn,bass-alto,7,53,2,7,True,D-E,G-D,True
chor023.krn,bass-alto,7,62,4,7,False,E-G#,A-E,True
chor024.krn,alto-soprano,7,3,7,5,False,A-D,D-A,False
chor024.krn,tenor-soprano,7,39,4,5,False,C#-A,F#-C#,True
chor024.krn,tenor-soprano,7,53,2,5,True,A-G,D-A,False
chor024.krn,bass-soprano,7,3,7,1,True,C#-D,D-A,False
chor024.krn,bass-soprano,0,72,2,7,True,A-E,D-D,True
chor024.krn,tenor-alto,0,16,3,0,True,A-F#,A-A,True
chor024.krn,tenor-alto,7,34,7,2,True,B-B,A-E,False
chor024.krn,bass-alto,0,3,5,1,True,C#-A,D-D,False
chor024.krn,bass-alto,7,16,3,0,True,D-F#,D-A,True
chor024.krn,bass-alto,0,26,5,0,True,D-A,D-D,False
chor024.krn,bass-alto,7,72,4,7,False,A-C#,D-A,True
chor024.krn,bass-tenor,0,7,1,5,True,D-F#,G-G,False
chor024.krn,bass-tenor,7,16,0,0,True,D-A,D-A,True
chor024.krn,bass-tenor,7,26,2,0,True,D-G,D-A,False
chor024.krn,bass-tenor,7,38,5,1,True,E#-G#,F#-C#,True
chor025.krn,tenor-soprano,7,21,3,1,True,Db-Bb,C-G,True
chor025.krn,bass-soprano,7,39,2,7,True,Bb-Bb,F-C,False
chor025.krn,bass-soprano,0,73,2,7,True,C-G,F-F,True
chor025.krn,bass-alto,7,11,1,4,True,C-E,Ab-Eb,True
chor025.krn,bass-alto,0,23,1,5,True,C-E,F-F,False
chor025.krn,bass-alto,7,46,4,7,False,Eb-G,Ab-Eb,True
