name,voices,interval,segment,step1,step2,one-voice-step,notes1,notes2,fermata
chor088.krn,tenor-alto,7,27,0,2,True,E-A,D-A,False
chor088.krn,bass-alto,7,19,4,7,False,E-G#,A-E,True
chor088.krn,bass-alto,0,30,1,5,True,E-G#,A-A,False
chor088.krn,bass-alto,0,40,1,5,True,D-F#,G-G,True
chor088.krn,bass-alto,7,53,2,7,True,D-E,G-D,True
chor088.krn,bass-alto,7,62,4,7,False,E-G#,A-E,True
chor089.krn,alto-soprano,7,12,7,4,False,D-F#,F#-C#,True
chor089.krn,tenor-soprano,0,12,7,4,False,A-F#,C#-C#,True
chor089.krn,bass-soprano,7,18,1,0,True,F#-D,F#-C#,False
chor089.krn,bass-soprano,7,43,1,5,True,E-G,B-F#,True
chor089.krn,tenor-alto,7,21,4,5,False,F#-D,B-F#,True
chor089.krn,tenor-alto,7,45,8,5,False,B-D#,E-B,True
chor089.krn,bass-alto,7,6,7,2,True,F#-F#,E-B,False
chor089.krn,bass-alto,0,11,1,5,True,A-C#,D-D,True
chor089.krn,bass-alto,7,21,4,0,True,B-D,B-F#,True
chor089.krn,bass-alto,7,67,1,5,True,B-D,F#-C#,True
chor089.krn,bass-tenor,7,8,7,2,True,E-E,D-A,False
chor089.krn,bass-tenor,0,21,5,0,True,B-F#,B-B,True
chor089.krn,bass-tenor,7,25,5,1,True,E#-G#,F#-C#,False
chor089.krn,bass-tenor,7,32,1,5,True,G-Bb,D-A,True
chor089.krn,bass-tenor,0,51,1,7,True,C#-G,F#-F#,False
chor090.krn,alto-soprano,7,21,7,5,False,F-Bb,Bb-F,True
chor090.krn,alto-soprano,7,24,2,4,True,A-D,F-C,False
chor090.krn,alto-soprano,0,38,7,4,False,A-C,F-F,True
chor090.krn,alto-soprano,7,43,2,7,True,Bb-Bb,F-C,False
chor090.krn,tenor-soprano,0,13,5,1,True,A-F,Bb-Bb,False
chor090.krn,tenor-soprano,7,38,7,7,False,F-C,Bb-F,True
chor090.krn,bass-soprano,0,20,2,7,True,F-C,Bb-Bb,True
chor090.krn,bass-soprano,7,46,3,5,False,Bb-Eb,F-C,False
chor090.krn,bass-soprano,0,49,2,7,True,F-C,Bb-Bb,True
chor090.krn,tenor-alto,7,13,5,1,True,A-C,Bb-F,False
chor090.krn,tenor-alto,7,38,4,7,False,F-A,Bb-F,True
chor090.krn,bass-alto,7,8,7,2,True,G-G,F-C,False
chor090.krn,bass-alto,7,20,4,7,False,F-A,Bb-F,True
chor090.krn,bass-alto,7,26,5,1,True,D-F,Eb-Bb,True
chor090.krn,bass-tenor,0,18,0,7,True,Bb-F,F-F,False
chor090.krn,bass-tenor,7,27,2,7,True,Eb-Eb,Bb-F,True
chor090.krn,bass-tenor,7,30,7,2,True,G-G,F-C,False
chor090.krn,bass-tenor,0,37,7,2,True,Eb-Bb,F-F,True
chor090.krn,bass-tenor,7,49,4,7,False,F-A,Bb-F,True
chor091.krn,alto-soprano,7,59,5,3,False,C#-F#,E-B,True
chor091.krn,alto-soprano,7,94,3,2,True,F#-D,E-B,False
chor091.krn,tenor-soprano,7,149,3,2,True,C#-A,B-F#,False
chor091.krn,bass-soprano,0,14,2,7,True,C#-G#,F#-F#,True
chor091.krn,bass-soprano,7,43,2,5,True,E-G#,B-F#,True
chor091.krn,bass-soprano,7,108,1,5,True,B-D,F#-C#,True
chor091.krn,bass-soprano,0,131,2,7,True,E-B,A-A,True
chor091.krn,bass-soprano,7,152,2,5,True,D-F#,A-E,True
chor091.krn,tenor-alto,7,132,3,5,False,E-C#,A-E,True
chor091.krn,bass-alto,7,14,4,7,False,C#-E#,F#-C#,True
chor091.krn,bass-alto,0,15,5,0,True,F#-C#,F#-F#,True
chor091.krn,bass-alto,0,20,1,5,True,E-G#,A-A,False
chor091.krn,bass-alto,0,89,7,2,True,A-E,B-B,True
chor091.krn,bass-alto,0,145,1,10,True,B-D,C#-C#,True
chor091.krn,bass-tenor,0,12,7,2,True,B-F#,C#-C#,False
chor091.krn,bass-tenor,7,15,4,0,True,F#-A,F#-C#,True
chor091.krn,bass-tenor,0,28,5,2,True,D-B,E-E,False
chor091.krn,bass-tenor,0,60,1,5,True,E-G#,A-A,False
chor091.krn,bass-tenor,0,100,5,1,True,E#-C#,F#-F#,False
chor091.krn,bass-tenor,7,131,4,7,False,E-G#,A-E,True
chor091.krn,bass-tenor,0,138,5,1,True,C#-A,D-D,False
chor091.krn,bass-tenor,7,145,3,10,False,B-B,C#-G#,True
chor092.krn,bass-soprano,0,13,2,7,True,F#-C#,B-B,True
chor092.krn,bass-soprano,7,38,1,5,True,B-D,F#-C#,False
chor092.krn,bass-soprano,0,40,2,7,True,F#-C#,B-B,True
chor092.krn,bass-soprano,0,72,2,7,True,F#-C#,B-B,True
chor092.krn,tenor-alto,7,20,7,2,True,E-F#,F#-C#,False
chor092.krn,bass-alto,0,14,2,5,True,B-D,E-E,True
chor092.krn,bass-alto,7,27,1,4,True,F#-A#,D-A,True
chor092.krn,bass-tenor,7,17,7,0,True,A-A,A-E,False
chor092.krn,bass-tenor,0,26,1,7,True,B-E#,F#-F#,True
chor092.krn,bass-tenor,0,30,7,2,True,E-B,F#-F#,False
chor092.krn,bass-tenor,7,72,4,7,False,F#-A#,B-F#,True
chor093.krn,tenor-soprano,0,34,2,5,True,A-C,D-D,True
chor093.krn,bass-soprano,7,3,1,5,True,G-Bb,D-A,False
chor093.krn,bass-soprano,0,11,2,7,True,F-C,Bb-Bb,True
chor093.krn,tenor-alto,7,34,4,5,False,A-F,D-A,True
chor093.krn,tenor-alto,7,37,7,2,True,C-C,Bb-F,False
chor093.krn,bass-alto,0,24,1,5,True,D-F#,G-G,False
chor094.krn,alto-soprano,7,7,5,1,True,F#-A,G-D,False
chor094.krn,alto-soprano,7,26,5,1,True,F#-A,G-D,False
chor094.krn,tenor-soprano,0,15,7,2,True,C-G,D-D,False
chor094.krn,tenor-soprano,7,43,4,2,True,F-D,Eb-Bb,True
chor094.krn,tenor-soprano,0,48,1,7,True,E-Bb,A-A,False
chor094.krn,tenor-soprano,0,54,1,7,True,E-Bb,A-A,False
chor094.krn,bass-soprano,7,10,1,5,True,G-Bb,D-A,True
chor094.krn,bass-soprano,7,17,2,5,True,Bb-D,F-C,False
chor094.krn,bass-soprano,7,24,1,5,True,G-Bb,D-A,False
chor094.krn,bass-soprano,0,30,2,7,True,D-A,G-G,True
chor094.krn,bass-soprano,0,56,2,7,True,D-A,G-G,True
chor094.krn,tenor-alto,7,50,1,2,True,Bb-F#,C-G,False
chor094.krn,bass-alto,7,4,1,5,True,C-Eb,G-D,False
chor094.krn,bass-alto,7,28,7,2,True,A-A,G-D,False
chor094.krn,bass-alto,0,32,5,0,True,G-D,G-G,False
chor094.krn,bass-alto,7,56,4,7,False,D-F#,G-D,True
chor094.krn,bass-tenor,0,2,5,1,True,B-G,C-C,False
chor094.krn,bass-tenor,0,6,2,7,True,G-C,D-D,False
chor094.krn,bass-tenor,7,32,2,0,True,G-C,G-D,False
chor095.krn,alto-soprano,7,5,2,1,True,A-Eb,Bb-F,False
chor095.krn,alto-soprano,7,37,2,3,True,G-Eb,Bb-F,False
chor095.krn,bass-soprano,7,25,2,7,True,Bb-Bb,F-C,True
chor095.krn,bass-soprano,0,35,2,7,True,G-D,C-C,True
chor095.krn,bass-soprano,0,46,2,7,True,Bb-F,Eb-Eb,True
chor095.krn,tenor-alto,7,36,4,5,False,G-Eb,C-G,True
chor095.krn,tenor-alto,7,55,2,1,True,A-Eb,Bb-F,False
chor095.krn,bass-alto,0,19,2,5,True,D-F,G-G,False
chor095.krn,bass-alto,7,36,4,0,True,C-Eb,C-G,True
chor095.krn,bass-alto,0,64,2,5,True,D-F,G-G,False
chor095.krn,bass-tenor,7,7,2,5,True,D-C,G-D,False
chor095.krn,bass-tenor,7,35,4,7,False,G-B,C-G,True
chor095.krn,bass-tenor,0,36,5,0,True,C-G,C-C,True
chor095.krn,bass-tenor,7,46,4,7,False,Bb-D,Eb-Bb,True
chor095.krn,bass-tenor,0,57,7,2,True,Eb-Bb,F-F,False
chor096.krn,tenor-soprano,7,9,1,5,True,D-F,A-E,False
chor096.krn,tenor-soprano,7,14,7,9,False,F-D,D-A,True
chor096.krn,bass-soprano,0,36,2,7,True,A-E,D-D,True
chor096.krn,bass-soprano,7,48,3,0,True,C-Bb,C-G,False
chor096.krn,bass-soprano,0,67,2,7,True,E-B,A-A,True
chor096.krn,bass-alto,0,68,1,5,True,A-C#,D-D,True
chor096.krn,bass-tenor,0,11,1,0,True,A-Bb,A-A,False
chor096.krn,bass-tenor,7,36,4,7,False,A-C#,D-A,True
chor096.krn,bass-tenor,7,62,3,7,False,A-C,D-A,False
chor097.krn,alto-soprano,7,55,4,2,True,E-C#,D-A,True
chor097.krn,alto-soprano,0,56,2,9,True,D-A,B-B,True
chor097.krn,alto-soprano,7,69,2,7,True,A-A,E-B,False
chor097.krn,tenor-soprano,7,81,2,3,True,G#-E,B-F#,True
chor097.krn,bass-soprano,7,81,2,7,True,E-E,B-F#,True
chor097.krn,bass-soprano,0,90,2,7,True,E-B,A-A,True
chor097.krn,tenor-alto,7,32,2,5,True,A-C#,E-B,False
chor097.krn,tenor-alto,7,34,3,5,False,E-C#,A-E,True
chor097.krn,tenor-alto,0,80,7,3,False,B-D#,G#-G#,True
chor097.krn,bass-alto,0,17,5,0,True,A-E,A-A,True
chor097.krn,bass-alto,0,26,1,5,True,E-G#,A-A,False
chor097.krn,bass-alto,7,34,3,0,True,A-C#,A-E,True
chor097.krn,bass-alto,0,45,1,5,True,C#-E#,F#-F#,True
chor097.krn,bass-alto,0,60,1,5,True,E-G#,A-A,False
chor097.krn,bass-tenor,7,17,3,0,True,A-C#,A-E,True
chor097.krn,bass-tenor,0,28,1,8,True,A-D,C#-C#,False
chor097.krn,bass-tenor,0,34,5,0,True,A-E,A-A,True
chor097.krn,bass-tenor,0,81,3,7,False,E-G#,B-B,True
chor097.krn,bass-tenor,7,90,4,7,False,E-G#,A-E,True
chor098.krn,bass-soprano,7,37,2,5,True,G-B,D-A,False
chor098.krn,bass-soprano,0,63,5,2,True,G-E,A-A,False
chor098.krn,tenor-alto,7,14,2,5,True,F#-E,B-F#,False
chor098.krn,bass-alto,0,10,1,5,True,A-C#,D-D,True
chor098.krn,bass-alto,0,21,9,0,True,B-D,B-B,True
chor098.krn,bass-alto,0,36,1,5,True,D-F#,G-G,False
chor098.krn,bass-alto,0,49,2,5,True,C#-E,F#-F#,False
chor098.krn,bass-tenor,7,12,4,2,True,C#-A#,B-F#,False
chor098.krn,bass-tenor,0,20,1,5,True,F#-A#,B-B,True
chor098.krn,bass-tenor,7,21,7,0,True,B-B,B-F#,True
chor098.krn,bass-tenor,0,23,2,7,True,B-F#,E-E,False
chor099.krn,alto-soprano,7,62,1,5,True,A-C,E-B,False
chor099.krn,tenor-soprano,0,7,2,7,True,G-C,D-D,False
chor099.krn,bass-soprano,0,20,2,7,True,E-B,A-A,True
chor099.krn,bass-soprano,0,67,2,7,True,E-B,A-A,True
chor099.krn,tenor-alto,7,7,2,7,True,G-G,D-A,False
chor099.krn,tenor-alto,7,26,2,4,True,E-A,C-G,False
chor099.krn,bass-alto,7,20,4,7,False,E-G#,A-E,True
chor099.krn,bass-alto,0,33,1,5,True,E-G#,A-A,False
chor099.krn,bass-alto,0,36,1,7,True,F-B,C-C,False
chor099.krn,bass-alto,0,44,1,5,True,D-F#,G-G,True
chor099.krn,bass-tenor,7,31,1,5,True,A-C,E-B,True
chor099.krn,bass-tenor,7,36,2,7,True,F-F,C-G,False
chor099.krn,bass-tenor,0,58,7,2,True,D-A,E-E,True
chor099.krn,bass-tenor,7,67,4,7,False,E-G#,A-E,True
chor100.krn,alto-soprano,7,69,7,8,False,A-F,F-C,True
chor100.krn,alto-soprano,7,74,5,2,True,D-C,C-G,False
chor100.krn,tenor-soprano,7,12,7,9,False,Eb-C,C-G,True
chor100.krn,tenor-soprano,0,55,7,4,False,Eb-C,G-G,True
chor100.krn,bass-soprano,7,9,1,5,True,C-Eb,G-D,False
chor100.krn,bass-soprano,7,18,5,2,True,D-C,C-G,False
chor100.krn,bass-soprano,0,26,2,7,True,D-A,G-G,True
chor100.krn,bass-soprano,0,40,2,7,True,Bb-F,Eb-Eb,True
chor100.krn,bass-soprano,0,68,2,7,True,C-G,F-F,True
chor100.krn,bass-soprano,7,69,7,0,True,F-F,F-C,True
chor100.krn,bass-soprano,0,85,2,7,True,D-A,G-G,True
chor100.krn,tenor-alto,7,6,1,5,True,C-Eb,G-D,False
chor100.krn,tenor-alto,7,28,2,4,True,D-G,Bb-F,False
chor100.krn,tenor-alto,7,55,2,4,True,Eb-C,G-D,True
chor100.krn,bass-alto,0,11,1,5,True,G-B,C-C,True
chor100.krn,bass-alto,0,27,8,0,True,G-B,G-G,True
chor100.krn,bass-alto,0,54,1,5,True,G-B,C-C,True
chor100.krn,bass-alto,0,69,8,0,True,F-A,F-F,True
chor100.krn,bass-tenor,0,2,5,1,True,B-G,C-C,False
chor100.krn,bass-tenor,7,27,7,0,True,G-G,G-D,True
chor100.krn,bass-tenor,7,30,5,2,True,C-Bb,Bb-F,False
chor100.krn,bass-tenor,0,56,5,1,True,B-G,C-C,False
chor100.krn,bass-tenor,7,64,7,2,True,C-C,Bb-F,False
chor101.krn,alto-soprano,7,14,3,2,True,G-Eb,F-C,False
chor101.krn,alto-soprano,7,48,7,5,False,D-G,G-D,True
chor101.krn,alto-soprano,7,51,3,2,True,G-Eb,F-C,False
chor101.krn,bass-soprano,7,12,7,4,False,Eb-G,G-D,True
chor101.krn,bass-soprano,0,20,2,7,True,F-C,Bb-Bb,True
chor101.krn,bass-soprano,7,34,2,5,True,Bb-D,F-C,True
chor101.krn,bass-soprano,0,47,2,7,True,D-A,G-G,True
chor101.krn,bass-soprano,7,48,7,0,True,G-G,G-D,True
chor101.krn,bass-alto,0,23,5,0,True,Bb-F,Bb-Bb,False
chor101.krn,bass-alto,0,46,2,5,True,A-C,D-D,False
chor101.krn,bass-alto,0,48,5,0,True,G-D,G-G,True
chor101.krn,bass-tenor,7,23,2,0,True,Bb-Eb,Bb-F,False
chor101.krn,bass-tenor,0,49,1,5,True,G-B,C-C,False
chor101.krn,bass-tenor,0,53,1,5,True,F-A,Bb-Bb,False
chor101.krn,bass-tenor,0,55,7,2,True,Eb-Bb,F-F,False
chor102.krn,alto-soprano,7,27,2,4,True,C-A,E-B,True
chor102.krn,alto-soprano,7,44,5,1,True,F#-A,G-D,True
chor102.krn,tenor-soprano,7,3,2,3,True,B-G,D-A,False
chor102.krn,bass-soprano,0,10,1,5,True,A-C#,D-D,True
chor102.krn,bass-soprano,7,18,2,7,True,G-G,D-A,True
chor102.krn,bass-soprano,7,27,2,7,True,A-A,E-B,True
chor102.krn,bass-soprano,0,38,1,5,True,D-F#,G-G,False
chor102.krn,bass-soprano,7,49,2,5,True,G-B,D-A,False
chor102.krn,bass-soprano,0,51,2,7,True,D-A,G-G,True
chor102.krn,tenor-alto,7,8,3,2,True,B-G,A-E,False
chor102.krn,tenor-alto,7,15,3,2,True,F#-D,E-B,False
chor102.krn,tenor-alto,7,34,3,1,True,C-A,B-F#,False
chor102.krn,tenor-alto,7,37,2,3,True,B-G,D-A,True
chor102.krn,bass-alto,0,4,1,5,True,D-F#,G-G,False
chor102.krn,bass-alto,0,11,1,5,True,D-F#,G-G,True
chor102.krn,bass-alto,7,13,2,5,True,C-E,G-D,False
chor102.krn,bass-alto,0,27,4,7,False,A-C,E-E,True
chor102.krn,bass-alto,0,30,1,5,True,E-G#,A-A,False
chor102.krn,bass-tenor,0,26,1,5,True,E-G#,A-A,True
chor102.krn,bass-tenor,7,41,2,5,True,C-E,G-D,False
chor103.krn,alto-soprano,7,24,2,3,True,D-Bb,F-C,False
chor103.krn,tenor-soprano,7,2,4,2,True,F-D,Eb-Bb,False
chor103.krn,tenor-soprano,0,23,5,1,True,A-F,Bb-Bb,False
chor103.krn,tenor-soprano,0,31,2,5,True,A-C,D-D,True
chor103.krn,tenor-soprano,7,46,5,2,True,G-F,F-C,False
chor103.krn,tenor-soprano,0,54,5,1,True,A-F,Bb-Bb,False
chor103.krn,bass-soprano,0,65,2,7,True,F-C,Bb-Bb,True
chor103.krn,tenor-alto,7,31,4,5,False,A-F,D-A,True
chor103.krn,tenor-alto,7,40,2,1,True,B-G,Bb-F,True
chor103.krn,tenor-alto,7,54,5,1,True,A-C,Bb-F,False
chor103.krn,bass-alto,7,21,7,2,True,G-G,F-C,True
chor103.krn,bass-tenor,0,17,7,2,True,Eb-Bb,F-F,False
chor103.krn,bass-tenor,0,38,2,0,True,C-D,C-C,False
chor103.krn,bass-tenor,7,65,4,7,False,F-A,Bb-F,True
chor104.krn,alto-soprano,7,29,2,4,True,D-B,F#-C#,True
chor104.krn,alto-soprano,7,36,2,5,True,F#-E,B-F#,False
chor104.krn,alto-soprano,7,54,3,1,True,G-E,F#-C#,False
chor104.krn,bass-soprano,0,3,5,0,True,B-F#,B-B,False
chor104.krn,bass-soprano,7,7,1,5,True,B-D,F#-C#,False
chor104.krn,bass-soprano,0,14,4,0,True,F#-A#,F#-F#,True
chor104.krn,bass-soprano,7,29,2,7,True,B-B,F#-C#,True
chor104.krn,bass-soprano,0,42,2,7,True,A-E,D-D,True
chor104.krn,bass-soprano,0,56,2,7,True,F#-C#,B-B,True
chor104.krn,bass-alto,7,3,2,0,True,B-E,B-F#,False
chor104.krn,bass-alto,7,14,5,0,True,F#-F#,F#-C#,True
chor104.krn,bass-alto,0,29,4,7,False,B-D,F#-F#,True
chor104.krn,bass-alto,7,48,7,2,True,B-B,A-E,False
chor104.krn,bass-tenor,0,30,1,5,True,F#-A#,B-B,False
chor104.krn,bass-tenor,7,42,4,7,False,A-C#,D-A,True
chor104.krn,bass-tenor,7,46,7,2,True,C#-C#,B-F#,False
chor104.krn,bass-tenor,7,56,4,7,False,F#-A#,B-F#,True
chor105.krn,alto-soprano,7,7,2,7,True,B-B,F#-C#,False
chor105.krn,alto-soprano,7,16,2,3,True,F#-D,A-E,False
chor105.krn,alto-soprano,0,29,2,7,True,B-F#,E-E,False
chor105.krn,alto-soprano,7,53,0,9,True,D-F#,B-F#,True
chor105.krn,tenor-soprano,7,6,5,6,False,A#-F#,E-B,False
chor105.krn,tenor-soprano,7,41,2,5,True,A-G,D-A,False
chor105.krn,bass-soprano,7,13,1,5,True,B-D,F#-C#,True
chor105.krn,bass-soprano,0,32,2,7,True,A-E,D-D,True
chor105.krn,bass-soprano,7,41,2,0,True,D-G,D-A,False
chor105.krn,bass-soprano,7,52,1,5,True,E-G,B-F#,True
chor105.krn,bass-soprano,0,62,2,7,True,F#-C#,B-B,True
chor105.krn,tenor-alto,7,23,2,5,True,B-A,E-B,False
chor105.krn,bass-alto,7,62,4,7,False,F#-A#,B-F#,True
chor105.krn,bass-tenor,0,15,1,5,True,F#-A#,B-B,False
chor105.krn,bass-tenor,7,39,5,1,True,C#-E,D-A,False
chor105.krn,bass-tenor,0,41,5,0,True,D-A,D-D,False
chor105.krn,bass-tenor,0,58,0,2,True,E-F#,F#-F#,False
chor106.krn,alto-soprano,7,9,2,3,True,G#-E,B-F#,True
chor106.krn,alto-soprano,7,27,2,3,True,C#-A,E-B,False
chor106.krn,tenor-soprano,0,21,1,5,True,F#-D,C#-C#,False
chor106.krn,tenor-soprano,0,25,1,6,True,D-A,G#-G#,True
chor106.krn,bass-soprano,7,2,2,5,True,A-C#,E-B,False
chor106.krn,bass-soprano,7,4,2,3,True,C#-A,E-B,False
chor106.krn,bass-soprano,0,8,1,5,True,B-D#,E-E,True
chor106.krn,bass-soprano,7,9,2,7,True,E-E,B-F#,True
chor106.krn,bass-soprano,0,17,2,7,True,E-B,A-A,True
chor106.krn,bass-soprano,0,71,2,7,True,E-B,A-A,True
chor106.krn,tenor-alto,7,7,2,5,True,E-G#,B-F#,False
chor106.krn,tenor-alto,7,21,1,5,True,F#-A,C#-G#,False
chor106.krn,tenor-alto,7,26,4,2,True,G#-E#,F#-C#,True
chor106.krn,bass-alto,0,9,3,7,False,E-G#,B-B,True
chor106.krn,bass-alto,0,12,1,5,True,E-G#,A-A,False
chor106.krn,bass-alto,7,17,4,7,False,E-G#,A-E,True
chor106.krn,bass-alto,0,18,5,0,True,A-E,A-A,True
chor106.krn,bass-alto,0,63,1,5,True,E-G#,A-A,True
chor106.krn,bass-alto,7,71,4,7,False,E-G#,A-E,True
chor106.krn,bass-tenor,7,18,3,0,True,A-C#,A-E,True
chor106.krn,bass-tenor,0,28,1,5,True,E-G#,A-A,False
chor106.krn,bass-tenor,0,37,1,5,True,F#-D,C#-C#,False
chor107.krn,alto-soprano,7,73,2,4,True,C-F,Ab-Eb,False
chor107.krn,alto-soprano,7,99,5,1,True,B-D,C-G,True
chor107.krn,tenor-soprano,7,5,2,1,True,D-Bb,Db-Ab,False
chor107.krn,tenor-soprano,0,20,2,7,True,Eb-Bb,Ab-Ab,False
chor107.krn,tenor-soprano,0,22,5,2,True,Bb-G,C-C,False
chor107.krn,bass-soprano,7,18,2,5,True,Ab-C,Eb-Bb,False
chor107.krn,bass-soprano,0,39,1,5,True,Bb-D,Eb-Eb,True
chor107.krn,bass-soprano,0,77,1,5,True,Bb-D,Eb-Eb,True
chor107.krn,bass-soprano,7,98,1,5,True,C-Eb,G-D,True
chor107.krn,tenor-alto,7,20,2,7,True,Eb-F,Ab-Eb,False
chor107.krn,tenor-alto,7,33,2,5,True,Eb-G,Bb-F,False
chor107.krn,bass-alto,0,28,1,5,True,Eb-G,Ab-Ab,False
chor107.krn,bass-alto,0,41,1,5,True,Eb-G,Ab-Ab,False
chor107.krn,bass-alto,7,44,1,5,True,F-Ab,C-G,False
chor107.krn,bass-alto,0,51,1,5,True,F-A,Bb-Bb,True
chor107.krn,bass-alto,7,76,2,0,True,Bb-G,Bb-F,False
chor107.krn,bass-alto,7,93,2,7,True,Eb-Eb,Bb-F,False
chor107.krn,bass-alto,0,111,1,5,True,Eb-G,Ab-Ab,False
chor107.krn,bass-tenor,7,4,1,5,True,C-Eb,G-D,False
chor107.krn,bass-tenor,0,11,1,7,True,Ab-D,Eb-Eb,True
chor107.krn,bass-tenor,7,12,8,3,False,Eb-Eb,C-G,True
chor107.krn,bass-tenor,0,60,7,2,True,Eb-Bb,F-F,False
chor107.krn,bass-tenor,7,65,5,1,True,A-C,Bb-F,True
chor107.krn,bass-tenor,0,66,2,7,True,Bb-F,Eb-Eb,True
chor107.krn,bass-tenor,0,78,7,2,True,Eb-Bb,F-F,True
chor107.krn,bass-tenor,0,100,5,1,True,E-C,F-F,False
chor108.krn,alto-soprano,7,2,7,5,False,Bb-Eb,Eb-Bb,False
chor108.krn,alto-soprano,7,8,4,5,False,G-Eb,C-G,True
chor108.krn,alto-soprano,7,10,2,4,True,C-F,Ab-Eb,False
chor108.krn,tenor-soprano,0,2,7,3,False,G-Eb,Bb-Bb,False
chor108.krn,tenor-soprano,7,36,2,5,True,Bb-Ab,Eb-Bb,False
chor108.krn,bass-soprano,7,8,4,0,True,C-Eb,C-G,True
chor108.krn,bass-soprano,0,13,1,5,True,Bb-D,Eb-Eb,True
chor108.krn,bass-soprano,0,25,4,0,True,Bb-D,Bb-Bb,True
chor108.krn,bass-soprano,0,32,2,7,True,F-C,Bb-Bb,True
chor108.krn,bass-soprano,7,42,1,5,True,F-Ab,C-G,True
chor108.krn,bass-soprano,0,49,2,7,True,Bb-F,Eb-Eb,True
chor108.krn,tenor-alto,7,16,2,5,True,Bb-Ab,Eb-Bb,False
chor108.krn,bass-alto,0,4,1,5,True,Eb-G,Ab-Ab,False
chor108.krn,bass-alto,0,8,5,0,True,C-G,C-C,True
chor108.krn,bass-alto,7,12,2,0,True,Bb-G,Bb-F,False
chor108.krn,bass-alto,7,16,2,0,True,Eb-Ab,Eb-Bb,False
chor108.krn,bass-alto,0,22,1,5,True,F-A,Bb-Bb,False
chor108.krn,bass-alto,7,25,5,0,True,Bb-Bb,Bb-F,True
chor108.krn,bass-alto,7,32,4,7,False,F-A,Bb-F,True
chor108.krn,bass-alto,7,49,4,7,False,Bb-D,Eb-Bb,True
chor108.krn,bass-tenor,0,16,5,0,True,Eb-Bb,Eb-Eb,False
chor109.krn,alto-soprano,7,17,2,1,True,C#-G,D-A,True
chor109.krn,alto-soprano,7,72,5,1,True,F#-A,G-D,True
chor109.krn,tenor-soprano,7,33,2,4,True,Bb-G,D-A,True
chor109.krn,bass-soprano,7,17,2,7,True,G-G,D-A,True
chor109.krn,bass-soprano,0,32,2,7,True,D-A,G-G,True
chor109.krn,bass-soprano,7,33,2,7,True,G-G,D-A,True
chor109.krn,bass-soprano,0,45,2,7,True,C-G,F-F,True
chor109.krn,bass-soprano,7,46,7,0,True,F-F,F-C,True
chor109.krn,bass-soprano,7,71,1,5,True,G-Bb,D-A,True
chor109.krn,bass-soprano,0,97,2,7,True,D-A,G-G,True
chor109.krn,tenor-alto,7,29,4,2,True,A-F#,G-D,False
chor109.krn,bass-alto,0,17,1,7,True,G-C#,D-D,True
chor109.krn,bass-alto,0,20,1,5,True,D-F#,G-G,False
chor109.krn,bass-alto,7,45,4,7,False,C-E,F-C,True
chor109.krn,bass-alto,0,70,1,5,True,D-F#,G-G,False
chor109.krn,bass-alto,7,80,1,2,True,Bb-F#,C-G,False
chor109.krn,bass-alto,7,97,4,7,False,D-F#,G-D,True
chor109.krn,bass-tenor,0,10,1,6,True,Eb-Bb,A-A,False
chor109.krn,bass-tenor,0,33,4,7,False,G-Bb,D-D,True
chor109.krn,bass-tenor,7,40,1,7,True,A-Bb,D-A,False
chor109.krn,bass-tenor,7,58,1,4,True,D-F#,Bb-F,True
chor109.krn,bass-tenor,0,81,7,2,True,C-G,D-D,True
chor110.krn,alto-soprano,7,48,5,3,False,D-G,F-C,True
chor110.krn,alto-soprano,7,60,4,2,True,Bb-Eb,C-G,True
chor110.krn,tenor-soprano,7,12,7,9,False,Eb-C,C-G,True
chor110.krn,tenor-soprano,7,60,4,5,False,G-Eb,C-G,True
chor110.krn,bass-soprano,7,9,1,0,True,G-Eb,G-D,False
chor110.krn,bass-soprano,7,12,7,0,True,C-C,C-G,True
chor110.krn,bass-soprano,0,47,2,7,True,D-A,G-G,True
chor110.krn,bass-soprano,7,48,5,10,False,G-G,F-C,True
chor110.krn,bass-soprano,7,70,1,0,True,G-Eb,G-D,False
chor110.krn,tenor-alto,7,2,1,5,True,C-Eb,G-D,False
chor110.krn,tenor-alto,0,60,2,5,True,G-Bb,C-C,True
chor110.krn,bass-alto,7,47,4,7,False,D-F#,G-D,True
chor110.krn,bass-alto,0,48,3,10,False,G-D,F-F,True
chor110.krn,bass-alto,0,61,5,1,True,E-C,F-F,False
chor110.krn,bass-tenor,0,12,9,0,True,C-Eb,C-C,True
chor110.krn,bass-tenor,0,22,4,0,True,Ab-C,Ab-Ab,False
chor110.krn,bass-tenor,7,24,6,1,True,Ab-Ab,G-D,True
chor110.krn,bass-tenor,0,25,10,5,False,G-D,C-C,True
chor110.krn,bass-tenor,0,38,1,5,True,F-A,Bb-Bb,False
chor110.krn,bass-tenor,7,52,7,2,True,C-C,Bb-F,False
chor110.krn,bass-tenor,0,57,7,2,True,Ab-Eb,Bb-Bb,False
chor111.krn,alto-soprano,7,33,4,2,True,G-E,F-C,False
chor111.krn,alto-soprano,7,70,0,8,True,C#-E,A-E,True
chor111.krn,tenor-soprano,0,11,5,1,True,G#-E,A-A,False
chor111.krn,bass-soprano,0,9,4,1,True,F-G#,E-E,False
chor111.krn,bass-soprano,0,47,2,7,True,G-D,C-C,True
chor111.krn,bass-soprano,0,80,2,7,True,E-B,A-A,True
chor111.krn,tenor-alto,7,11,5,1,True,G#-B,A-E,False
